id,name,url,review_count,categories,rating,latitude,longitude,price,location,phone
46Ld9Qc9nAx_A0jwclNZiw,Olive & Gourmando,https://www.yelp.com/biz/olive-and-gourmando-montr%C3%A9al-3,1401,"['sandwiches', 'breakfast_brunch']",4.5,45.501197,-73.5564745926598,$$,"['351 Rue Saint-Paul O', 'Montreal, QC H2Y 2A7', 'Canada']",+15143501083
cKdox2gt3L1Dbb7MpOPdWg,Au Pied de Cochon,https://www.yelp.com/biz/au-pied-de-cochon-montr%C3%A9al-2,1288,['newcanadian'],4.0,45.522169,-73.57445,$$$,"['536 Avenue Duluth E', 'Montreal, QC H2L 1A9', 'Canada']",+15142811114
zw4Legbcu018p5WcZ74iWA,Patati Patata,https://www.yelp.com/biz/patati-patata-montr%C3%A9al-2,321,"['burgers', 'poutineries']",4.0,45.51814,-73.581503,$,"['4177 Boulevard Saint-Laurent', 'Montreal, QC H2W 1Y7', 'Canada']",+15148440216
SNhgPSH2JuJ5PzRvZdIu6w,RAKU,https://www.yelp.com/biz/raku-montr%C3%A9al-2,36,['japanese'],4.5,45.52053,-73.5790899,,"['266 Rue Rachel E', 'Montreal, QC H2W 1E6', 'Canada']",+14385205130
idWdWF7We8XaOWDrSHiDoQ,Pamika Brasserie,https://www.yelp.com/biz/pamika-brasserie-montr%C3%A9al,246,['thai'],4.5,45.5201031,-73.5662584,$$,"['901 Rue Sherbrooke E', 'Montreal, QC H2L 1L3', 'Canada']",+15145089444
Jl2MIN70I2DGw8KhVp6g7Q,Yokato Yokabai,https://www.yelp.com/biz/yokato-yokabai-montr%C3%A9al-3,424,['ramen'],4.5,45.5212206164378,-73.578518757916,$$,"['4185 Rue Drolet', 'Montreal, QC H2W 2L5', 'Canada']",+15142829991
mm2wLW24ESxNIEL2bjseaQ,Poutineville,https://www.yelp.com/biz/poutineville-montr%C3%A9al-3,540,['poutineries'],4.5,45.523205,-73.5613,$$,"['1365 Rue Ontario E', 'Montreal, QC H2L 1S1', 'Canada']",+15144195444
ml_Fo07EBZQ8uSSnvkZb3A,Buvette Chez Simone,https://www.yelp.com/biz/buvette-chez-simone-montr%C3%A9al-3,111,"['wine_bars', 'tapasmallplates']",4.5,45.51888,-73.59341,$$,"['4869 Avenue du Parc', 'Montreal, QC H2V 4E7', 'Canada']",+15147506577
3jKUbhGSjFTv5jZ0wnW0xA,Les Deux Gamins,https://www.yelp.com/biz/les-deux-gamins-montr%C3%A9al-3,542,"['french', 'wine_bars']",4.0,45.51545,-73.57095,$$,"['170 Rue Prince Arthur E', 'Montreal, QC H2X 1B7', 'Canada']",+15142883389
QOlpCzJnVdcnxAmuIwdtEQ,Lattuca Barbecue,https://www.yelp.com/biz/lattuca-barbecue-montr%C3%A9al,159,['bbq'],4.5,45.50499,-73.5538,$$,"['15 Rue de la Commune O', 'Montreal, QC H2Y 2C6', 'Canada']",+15142461680
ATssvRvJZ-KznqG83IjWVg,Budapest Roma,https://www.yelp.com/biz/budapest-roma-montr%C3%A9al,25,['hungarian'],4.5,45.517716,-73.578495,$,"['68 Avenue Duluth E', 'Montreal, QC H2W 1G8', 'Canada']",+15148931857
mmazCP1ZH0QsUqDS6OivFA,Joe Beef,https://www.yelp.com/biz/joe-beef-montr%C3%A9al-2,625,"['seafood', 'steak']",4.5,45.483062,-73.575308,$$$,"['2491 Rue Notre-Dame Ouest', 'Montreal, QC H3J 1N6', 'Canada']",+15149356504
PZvclt8AcdAbIBh_tuJEkQ,Omnivore,https://www.yelp.com/biz/omnivore-montr%C3%A9al-2,209,"['mediterranean', 'lebanese', 'sandwiches']",4.5,45.51924,-73.58405,$,"['4351 Boulevard Saint-Laurent', 'Montreal, QC H2W 1Z8', 'Canada']",+15143035757
YUUMu8--KHqawES4fDOo5w,Sorocco,https://www.yelp.com/biz/sorocco-montr%C3%A9al,118,"['tapas', 'spanish']",4.5,45.5249,-73.58437,$$,"['4621 Rue Saint-Denis', 'Montreal, QC H2J 2L4', 'Canada']",+14383864621
UZFDNlpMBnw21rhEZP9RIg,Le Lab,https://www.yelp.com/biz/le-lab-montr%C3%A9al-4,255,"['cocktailbars', 'tapasmallplates']",4.5,45.51273,-73.56166,$$,"['279 Rue Sainte-Catherine E', 'Montreal, QC H2X 1L5', 'Canada']",+15149036522
um_o0pxQ3DlRI9EfCzw0hw,Bouillon Bilk,https://www.yelp.com/biz/bouillon-bilk-montr%C3%A9al-2,414,['modern_european'],4.5,45.51104,-73.5658,$$$,"['1595 Boulevard Saint-Laurent', 'Montreal, QC H2X 2S9', 'Canada']",+15148451595
-MwaICRwxaUi0JBfad2Y3Q,Noren,https://www.yelp.com/biz/noren-montr%C3%A9al,46,['japanese'],4.5,45.51723,-73.58265,$$,"['77 Rue Rachel O', 'Montreal, QC H2W 1G2', 'Canada']",+15143971141
uLzgiSqVg5Pr93VVXSdOlg,Nouilles de Lan Zhou,https://www.yelp.com/biz/nouilles-de-lan-zhou-montr%C3%A9al-2,501,"['chinese', 'noodles']",4.5,45.5077814027869,-73.559594,$,"['1006 Boulevard Saint-Laurent', 'Montreal, QC H2Z 1J4', 'Canada']",+15148002959
-1xuC540Nycht_iWFeJ-dw,Romados,https://www.yelp.com/biz/romados-montr%C3%A9al,502,"['bbq', 'bakeries', 'portuguese']",4.0,45.51931,-73.580749,$$,"['115 Rue Rachel E', 'Montreal, QC H2W 1C8', 'Canada']",+15148491803
fFbHM92Spq66YPe35DqJiA,Japote,https://www.yelp.com/biz/japote-montr%C3%A9al-2,27,['japanese'],4.5,45.50255,-73.57504,$,"['1000 Rue Sherbrooke O', 'Niveau Concourse', 'Montreal, QC H3A 3R3', 'Canada']",+15142699004
wl6w2VNMA4g6O9lu7kTvFA,Reuben's Deli & Steakhouse,https://www.yelp.com/biz/reubens-deli-and-steakhouse-montr%C3%A9al-2,582,"['delis', 'sandwiches', 'steak']",4.0,45.49959,-73.57294,$$,"['1116 Rue Sainte-Catherine Ouest', 'Montreal, QC H3B 1H4', 'Canada']",+15148661029
ja01cHy1xqUB9DQ1r1OYKQ,Gibbys,https://www.yelp.com/biz/gibbys-montr%C3%A9al-3,397,"['seafood', 'steak']",4.5,45.50141,-73.55475,$$$,"[""298 Place d'Youville"", 'Montreal, QC H2Y 2B6', 'Canada']",+15142821837
CEsh0ScOKlL3mpvjypqszA,Ichigo Ichie,https://www.yelp.com/biz/ichigo-ichie-montr%C3%A9al,98,"['japanese', 'pubs']",4.5,45.52128,-73.57842,$$,"['360 Rue Rachel E', 'Montreal, QC H2W 1E9', 'Canada']",+15142820009
gjATEWAllTfxfxhGqJ93sQ,Il Focolaio,https://www.yelp.com/biz/il-focolaio-montr%C3%A9al,434,"['pizza', 'italian']",4.5,45.50407,-73.56807,$$,"['1223 Rue du Square-Phillips', 'Montreal, QC H3B 3E9', 'Canada']",+15148791045
8PWdrdk_xjZLn24Hzg4KEw,Thammada,https://www.yelp.com/biz/thammada-montr%C3%A9al-2,32,['thai'],4.5,45.52049,-73.60868,,"['1205 Avenue Bernard O', 'Montreal, QC H2V 1V5', 'Canada']",+15142765888
63in7ND_-TPVVI_J12JLRA,Robin des Bois,https://www.yelp.com/biz/robin-des-bois-montr%C3%A9al-2,71,['newcanadian'],4.5,45.52141,-73.58869,$$,"['4653 Boulevard Saint-Laurent', 'Montreal, QC H2T 1R2', 'Canada']",+15142881010
U5XCBcTtiNyasdT3A2_V3A,Arepera,https://www.yelp.com/biz/arepera-montr%C3%A9al-2,303,['venezuelan'],4.5,45.514992,-73.572048,$$,"['73 Rue Prince Arthur E', 'Montreal, QC H2X 1B4', 'Canada']",+15145087267
Ok9vikKusbG_Ue9pJf6s3Q,La Capital Tacos,https://www.yelp.com/biz/la-capital-tacos-montr%C3%A9al-2,288,['mexican'],4.0,45.50838,-73.561,$$,"['1096 Boulevard Saint-Laurent', 'Montreal, QC H2Z 1J5', 'Canada']",+15148735255
lbnyJplXeb2O0HjRRqlFtA,Cuisine AuntDai,https://www.yelp.com/biz/cuisine-auntdai-montr%C3%A9al-4,64,['chinese'],4.5,45.49425,-73.58048,$$,"['1448 Rue Saint Mathieu', 'Montreal, QC H3H 2H9', 'Canada']",+15149351067
tNT5kMf9JSmVXTYrKI-1OA,Okeya Kyujiro,https://www.yelp.com/biz/okeya-kyujiro-montr%C3%A9al,3,['sushi'],5.0,45.49772227001532,-73.57416917055222,,"['1227 Rue de la Montagne', 'Montreal, QC H3G 1Z2', 'Canada']",+15145571227
2gUbgbdJ7IFSbicBXlSchw,L'Express,https://www.yelp.com/biz/l-express-montr%C3%A9al-2,593,['french'],4.0,45.52032,-73.57437,$$$,"['3927 Rue Saint-Denis', 'Montreal, QC H2W 2M4', 'Canada']",+15148455333
nBofSL0cBv30m7WqGqjWAA,Woorijib,https://www.yelp.com/biz/woorijib-montr%C3%A9al,19,['korean'],4.5,45.5012271059289,-73.5749499499798,,"['2017 Rue Peel', 'Montreal, QC H3A 1T6', 'Canada']",+15146588889
opkbgV3V4M3agxBKA9vYzg,Slice + Soda,https://www.yelp.com/biz/slice-soda-montr%C3%A9al-5,1,['pizza'],5.0,45.51595,-73.57663,,"['3845 Boulevard Saint-Laurent', 'Montreal, QC H2W 1X6', 'Canada']",
Dl3ty7Rt2WeBIAUoBF0EXg,Stash Café,https://www.yelp.com/biz/stash-caf%C3%A9-montreal-2,329,['polish'],4.5,45.502654,-73.555256,$$,"['200 Rue Saint-Paul Ouest', 'Montreal, QC H2Y 1Z9', 'Canada']",+15148456611
aLubn-yEUrbL3vlvzK3lVw,Che Churros & Empanadas,https://www.yelp.com/biz/che-churros-and-empanadas-montr%C3%A9al,19,['argentine'],5.0,45.51767,-73.58522,,"['100 Rue Marie-Anne O', 'Montreal, QC H2W 1B9', 'Canada']",+15149829212
LxiwqfN59A1pDdYd7NyJQQ,Biirū,https://www.yelp.com/biz/biir%C5%AB-montr%C3%A9al,176,"['japanese', 'bars']",4.0,45.5049159,-73.5686505,$$,"['1433 City Councillors', 'Montreal, QC H3A 2E4', 'Canada']",+15149031555
k2a0B5nlT3V9zzVrpgcGeQ,Bar George,https://www.yelp.com/biz/bar-george-montr%C3%A9al,158,"['british', 'breakfast_brunch', 'bars']",4.5,45.4991672,-73.575678,$$,"['1440 Rue Drummond', 'Montreal, QC H3G 1V9', 'Canada']",+15146699243
-RC3XAvgvb-vwS3JtYPRHg,Hà,https://www.yelp.com/biz/h%C3%A0-montr%C3%A9al,92,"['vietnamese', 'laotian']",4.0,45.51778,-73.58888,$$,"['243 Avenue Mont-Royal O', 'Montreal, QC H2T 2T2', 'Canada']",+15148480336
KBfRxkhL60najjuWNNZy3w,Bomboloni Boss,https://www.yelp.com/biz/bomboloni-boss-montr%C3%A9al,5,"['italian', 'desserts']",5.0,45.4931348,-73.65724829999999,,"['5475 Rue des Jockeys', 'Montreal, QC H4P 2T7', 'Canada']",
w8erimjbRlXTqZ10Rlufwg,Mae Sri,https://www.yelp.com/biz/mae-sri-montr%C3%A9al,66,['thai'],4.0,45.51039,-73.57262,$$,"['224 Rue Milton', 'Montreal, QC H2X 1V6', 'Canada']",+14387978888
IsNyYU75dVu0Nnoo8bO4gA,La Finca,https://www.yelp.com/biz/la-finca-montr%C3%A9al-2,127,"['breakfast_brunch', 'venues', 'cafes']",4.5,45.5043279884477,-73.5628843680024,$,"['1067 Rue de Bleury', 'Montreal, QC H2Z 1N1', 'Canada']",+15149038911
2wFSVah7gU9ImNuBHwIaDg,Belon,https://www.yelp.com/biz/belon-montr%C3%A9al-2,243,"['bars', 'seafood']",4.0,45.504985,-73.5637947,$$$,"['1101 Rue Bleury', 'Montreal, QC H2Z 1N1', 'Canada']",+15148661101
GRIRHR35knxFo0qySwIysw,Curry Mahal,https://www.yelp.com/biz/curry-mahal-montr%C3%A9al,62,['indpak'],4.5,45.5154799,-73.57657,$,"['3814 Boulvard Saint-Laurent', 'Montreal, QC H2W 1X6', 'Canada']",+15145071144
RVDf2s9LUDwDPWe4P4_JBg,Omma,https://www.yelp.com/biz/omma-montr%C3%A9al-4,12,['korean'],4.0,45.510733,-73.5671699,$$,"['51 Rue Ontario O', 'Montréal, QC H2X 1Y8', 'Montreal, QC H2X 1Y8', 'Canada']",+15143791183
o6F05UFETgta0S-1TrwHkQ,Palme,https://www.yelp.com/biz/palme-montr%C3%A9al,14,"['cajun', 'caribbean']",4.5,45.52111,-73.55408,,"['1487 Rue Sainte-Catherine E', 'Montreal, QC H2L 2H9', 'Canada']",+15145298480
oZHbPhIj01_31jqD053a_Q,Jérôme Ferrer Europea,https://www.yelp.com/biz/j%C3%A9r%C3%B4me-ferrer-europea-montr%C3%A9al,347,['french'],4.5,45.4964748,-73.5717854,$$$$,"['1065 Rue de la Montagne', 'Montreal, QC H3G 0B9', 'Canada']",+15143989229
nc2-Y9aK7smW4rB_WaB8jQ,Roch le Coq,https://www.yelp.com/biz/roch-le-coq-montr%C3%A9al,34,"['chickenshop', 'burgers']",4.5,45.51867,-73.61689,$$,"['1541 Avenue Van Horne', 'Montreal, QC H2V 1L4', 'Canada']",+15146372337
8g8HWvgVT5M07yToLGWOcQ,Le Réservoir,https://www.yelp.com/biz/le-r%C3%A9servoir-montr%C3%A9al,134,"['breakfast_brunch', 'brasseries']",4.0,45.517237,-73.57932,$$,"['9 Avenue Duluth E', 'Montreal, QC H2W 1G7', 'Canada']",+15148497779
qcdmm6DMl7TV1kqnyhL32w,Le Virunga,https://www.yelp.com/biz/le-virunga-montr%C3%A9al,34,['african'],4.5,45.52409,-73.57633,$$$,"['851 Rue Rachel E', 'Montreal, QC H2J 2H9', 'Canada']",+15145048642
x44p6wwZ-HZdKeuxEqwHtg,The Dumpling Hut,https://www.yelp.com/biz/the-dumpling-hut-montr%C3%A9al,89,['dumplings'],4.5,45.513289,-73.572592,$$,"['3591 Rue Clark', 'Montreal, QC H2X 2R9', 'Canada']",+15146523897
p94oHG7K9BqcMVVOlkzhPg,larrys,https://www.yelp.com/biz/larrys-montr%C3%A9al,92,"['bars', 'breakfast_brunch']",4.5,45.524174950813,-73.5946310950494,$$,"['9 Avenue Fairmount E', 'Montreal, QC H2T 1S4', 'Canada']",
9xSwne4GjwZ6Hlzdx2Zszg,Deville Dinerbar,https://www.yelp.com/biz/deville-dinerbar-montr%C3%A9al-2,555,['diners'],4.0,45.499686,-73.574147,$$,"['1425 Rue Stanley', 'Montreal, QC H3A 1P4', 'Canada']",+15142816556
s2I_Ni76bjJNK9yG60iD-Q,Maison Christian Faure,https://www.yelp.com/biz/maison-christian-faure-montr%C3%A9al,603,"['bakeries', 'sandwiches', 'coffee']",4.5,45.50363,-73.55444,$$,"['355 Place Royale', 'Montreal, QC H2Y 1Z6', 'Canada']",+15145086452
JN8s_dgw9nrSzkHnXxNOtg,Dinette Triple Crown,https://www.yelp.com/biz/dinette-triple-crown-montr%C3%A9al-2,254,"['southern', 'tradamerican', 'diners']",4.5,45.5312258387157,-73.6126363277435,$$,"['6704 Rue Clark', 'Montreal, QC H2S 3G2', 'Canada']",+15142722617
QeFsIMcIFIJcOrpthYL8jg,Modavie,https://www.yelp.com/biz/modavie-montr%C3%A9al-2,660,"['french', 'mediterranean']",4.0,45.5055385927978,-73.5539197549224,$$$,"['1 Rue Saint-Paul O', 'Montreal, QC H2Y 1Y6', 'Canada']",+15142879582
gZvwCOaMhxFXXNvy1q9_LA,Marusan,https://www.yelp.com/biz/marusan-montr%C3%A9al-7,190,['japanese'],4.5,45.501635,-73.559354,$$,"['401 Rue Notre-Dame O', 'Montreal, QC H2Y 1V2', 'Canada']",+15142891115
XKPosZx2j4RHcZ8Ewdwj0A,Leméac,https://www.yelp.com/biz/lem%C3%A9ac-montr%C3%A9al,255,['french'],4.0,45.51832,-73.59735,$$$,"['1045 Avenue Laurier O', 'Montreal, QC H2V 2L1', 'Canada']",+15142700999
zWVSNGmW2O1iN7PEViyK5A,Taza Flores,https://www.yelp.com/biz/taza-flores-montr%C3%A9al-2,42,['tapas'],4.5,45.52183,-73.60072,$$,"['5375 Avenue du Parc', 'Montreal, QC H2V 4G9', 'Canada']",+15142745516
4c-maQ47KCueB70VGEKoDw,La Tamalera,https://www.yelp.com/biz/la-tamalera-montr%C3%A9al-2,50,['mexican'],4.5,45.52114,-73.5966399,$$,"['226 Avenue Fairmount O', 'Montreal, QC H2T 2M7', 'Canada']",+14383815034
9KeJfn7-6DFfUFoZLu_DNQ,Escondite,https://www.yelp.com/biz/escondite-montr%C3%A9al,227,"['bars', 'mexican']",4.0,45.502978,-73.567959,$$,"['1206 Avenue Union', 'Montreal, QC H3B 3A7', 'Canada']",+15144199755
1uPQTz5XZSWr0ti7kUpaDw,Mai Xiang Yuan,https://www.yelp.com/biz/mai-xiang-yuan-montr%C3%A9al,449,"['chinese', 'dumplings']",4.0,45.50831,-73.560778,$,"['1082 Boulevard Saint-Laurent', 'Montreal, QC H2Z 1J5', 'Canada']",+15148756888
oNn16x2Ubv60RAibmJ2uSA,Lola Rosa,https://www.yelp.com/biz/lola-rosa-montr%C3%A9al-3,274,['vegetarian'],4.5,45.5073247805376,-73.5757481897374,$$,"['545 Rue Milton', 'Montreal, QC H2X 1W5', 'Canada']",+15142879337
gFE-uZ2CnS6Bdr_3-RM1WQ,Saint-Laurent Warehouse,https://www.yelp.com/biz/saint-laurent-warehouse-montreal,18,"['bars', 'comfortfood', 'tradamerican']",4.0,45.5139965882849,-73.5718657448888,$,"['3565 Blvd St-Laurent', 'Montreal, QC H2X 2T6', 'Canada']",+15145434595
9g4jaW7IzcuwXg86eJbynw,Noodle Factory,https://www.yelp.com/biz/noodle-factory-montr%C3%A9al-2,180,"['chinese', 'noodles']",4.0,45.50671,-73.56073,$,"['1018 Rue Saint-Urbain', 'Montreal, QC H2Z 1A1', 'Canada']",+15148689738
fVF5wayDyY6ZR5oJB1IK3g,Lawrence,https://www.yelp.com/biz/lawrence-montr%C3%A9al-2,221,"['breakfast_brunch', 'modern_european']",4.5,45.524143,-73.594817,$$,"['5201 Boulevard Saint-Laurent', 'Montreal, QC H2T 1S4', 'Canada']",+15145031070
DBAScqyNZmSYTBEZ-c4RDg,Joséphine,https://www.yelp.com/biz/jos%C3%A9phine-montr%C3%A9al-4,18,['seafood'],4.5,45.52086,-73.57556,$$,"['4007 Rue Saint-Denis', 'Montreal, QC H2W 2M4', 'Canada']",+15148405015
IRIlwpomRvnXvpkeaGaM2A,Saint Sushi Plateau,https://www.yelp.com/biz/saint-sushi-plateau-montr%C3%A9al,348,"['sushi', 'japanese']",4.5,45.521106,-73.575346,$$,"['424 Avenue Duluth E', 'Montreal, QC H2L 1A3', 'Canada']",+15145077537
_K63HbZBVQSBCvQicQdl-A,Satay Brothers,https://www.yelp.com/biz/satay-brothers-montr%C3%A9al-3,263,"['singaporean', 'malaysian', 'indonesian']",4.0,45.4792794163627,-73.5816477611661,$$,"['3721 Rue Notre-Dame Ouest', 'Montreal, QC H4C 1P8', 'Canada']",+15149333507
u3rgkk2BjR2G3l2d3d2wTA,La Habanera,https://www.yelp.com/biz/la-habanera-montr%C3%A9al-2,86,['cuban'],4.0,45.50311,-73.56822,$$,"['1216 Avenue Union', 'Montreal, QC H3B 3C4', 'Canada']",+15143755355
eJ9L40jm5VOXCIq7xs9kQw,Restaurant Bonaparte,https://www.yelp.com/biz/restaurant-bonaparte-montr%C3%A9al-2,318,['french'],4.5,45.503344,-73.556115,$$$,"['447 Rue Saint-François-Xavier', 'Montreal, QC H2Y 2T1', 'Canada']",+15148441448
bXoRrDhojAQ1B3nGNEs7wg,Pullman,https://www.yelp.com/biz/pullman-montr%C3%A9al-3,200,"['tapasmallplates', 'wine_bars']",4.0,45.50845,-73.5721,$$,"['3424 Avenue du Parc', 'Montreal, QC H2X 2H5', 'Canada']",+15142887779
O9YKorcgivfAxzyzCJAKvg,Puca Puca,https://www.yelp.com/biz/puca-puca-montr%C3%A9al-2,19,['peruvian'],4.5,45.52503,-73.59768,$,"['5400 Boul Saint-Laurent', 'Montreal, QC H2T 1S1', 'Canada']",+15142728029
RyGvZN-v44TddRHmd_gPMA,Garage Beirut,https://www.yelp.com/biz/garage-beirut-montr%C3%A9al-2,163,"['lebanese', 'bbq']",4.5,45.49525,-73.5761799,$$,"['1238 rue Mackay', 'Montreal, QC H3G 2H4', 'Canada']",+15145642040
Ab-YMLuRF3JndCy9ViSYvA,Nakamichi,https://www.yelp.com/biz/nakamichi-montr%C3%A9al,1,['ramen'],5.0,45.525011,-73.5962223,,"['5329 Boulevard Saint-Laurent', 'Montreal, QC H2T 1S5', 'Canada']",+15148028899
7Ug8zCmY6iDTewxWqeYQ2g,Le Quartier Général,https://www.yelp.com/biz/le-quartier-g%C3%A9n%C3%A9ral-montr%C3%A9al-2,136,['french'],4.5,45.53107,-73.5815,$$$,"['1251 Rue Gilford', 'Montreal, QC H2J 1R3', 'Canada']",+15146581839
s1NqIkLMCFX6PuTk6wt6QA,L'Anecdote,https://www.yelp.com/biz/l-anecdote-montr%C3%A9al-2,52,"['french', 'diners', 'burgers']",4.0,45.5237399,-73.57668,$$,"['801 Rue Rachel E', 'Montreal, QC H2J 2H7', 'Canada']",+15145267967
W3bl89RP31s3V_SXH1XKcA,Sansotei,https://www.yelp.com/biz/sansotei-montr%C3%A9al-2,4,"['beer_and_wine', 'ramen']",5.0,45.50561,-73.56712,,"['370 Rue Sainte-Catherine O', 'Montreal, QC H3B 1A1', 'Canada']",+15145045151
l3O2vLmVhuOmpVstrjFlww,KimGalbi,https://www.yelp.com/biz/kimgalbi-montr%C3%A9al,25,['korean'],4.5,45.49472,-73.5813,,"['2100 Rue Saint-Mathieu', 'Montreal, QC H3H 2J4', 'Canada']",+14383877766
8K5fQnv3YZIIhERyU82UBg,Boustan,https://www.yelp.com/biz/boustan-montr%C3%A9al-11,420,"['mideastern', 'mediterranean']",4.0,45.49792,-73.57789,$,"['2020 Rue Crescent', 'Montreal, QC H3G 2B8', 'Canada']",+15148433194
A_37mDNmGRrG3CV7vrNkfg,La Cantina,https://www.yelp.com/biz/la-cantina-montr%C3%A9al-3,9,['mexican'],4.5,45.500226,-73.575776566243,,"['2022 Rue Stanley', 'Montreal, QC H3A 1R6', 'Canada']",+15143572173
m6qL23O_nF3Y3x6ntMo5Hw,Jako,https://www.yelp.com/biz/jako-montr%C3%A9al,3,"['japanese', 'korean']",4.5,45.493665,-73.581297,,"['1862 Boulevard Maisonneuve O', 'Montreal, QC H3H 1J8', 'Canada']",+14383803840
rCIqgOqNlaTked75FMk3Cw,Hansang,https://www.yelp.com/biz/hansang-montr%C3%A9al,38,['korean'],4.5,45.51973,-73.59671,$$,"['5136 Avenue du Parc', 'Montreal, QC H2V 4G5', 'Canada']",+14383873830
d5wuEghsTR3rB1VXQKq1GA,YEN Cuisine Japonaise,https://www.yelp.com/biz/yen-cuisine-japonaise-montr%C3%A9al-3,42,['japanese'],4.5,45.497504,-73.580187,,"['2157 Rue Mackay', 'Montreal, QC H3G 2J2', 'Canada']",+15145433354
owE5chWh1wKFMTJ1uHVC5g,Pitarifique,https://www.yelp.com/biz/pitarifique-montr%C3%A9al-3,55,"['greek', 'poutineries']",4.0,45.51777,-73.58172,$,"['4160 Boulevard Saint-Laurent', 'Montreal, QC H2W 1Y8', 'Canada']",+15148427793
KHcqvfwkGv6k6KtLDcpogQ,Sparrow,https://www.yelp.com/biz/sparrow-montr%C3%A9al,201,"['breakfast_brunch', 'cocktailbars']",4.0,45.52453,-73.59662,$$,"['5322 Boulevard Saint-Laurent', 'Montreal, QC H2T 1A5', 'Canada']",+15145071642
E3QM_mkFRP53WYod8hq3uA,Capitaine Sandwich,https://www.yelp.com/biz/capitaine-sandwich-montr%C3%A9al,10,['sandwiches'],4.5,45.51815177937834,-73.5784822,$,"['4050 Rue de Bullion', 'Montreal, QC H2W 2E5', 'Canada']",+15143765699
WMY0sRvkO0j6S0pOz0ah4A,Le Colonel Moutarde,https://www.yelp.com/biz/le-colonel-moutarde-montr%C3%A9al,25,['newcanadian'],4.5,45.52324,-73.5819,$$,"['4418 Rue Saint-Denis', 'Montreal, QC H2J 2L1', 'Canada']",+14383854418
2tyEAiOXjVTs09TQ4lUz_g,Snatch,https://www.yelp.com/biz/snatch-montr%C3%A9al-2,2,"['burgers', 'bbq', 'mexican']",4.0,45.521535,-73.589091,,"['4675 Boulevard Saint-Laurent', 'Montreal, QC H2T 1R2', 'Canada']",+15142254195
JfKztSL-EpH6EZ-Lx145kA,Olivia's Authentic Chicken,https://www.yelp.com/biz/olivias-authentic-chicken-montr%C3%A9al,12,['chickenshop'],4.5,45.4672232231001,-73.6390946432948,,"['6563 Avenue Somerled', 'Montreal, QC H4V 1T1', 'Canada']",+14383867079
